Time,RST,start_ga,load_initial_population,data_in,GA_State,Pipe_State,init_cnt,iter_cnt,busy,done,perfect,best_chr,best_fit,req_fit,req_tot_fit,start_sel,sel_done,sel_idx1,sel_idx2,parent1,parent2,start_cross,cross_done,child_cross,start_mut,mut_done,child_mut,start_eval_init,start_eval_pipe,eval_done,child_fit,start_pop_write,pop_write_done
9250000000,0,0,0,0601,2,4, 0,         1,1,0,0,0000,   11,1,1,0,0,15, 0,0000,0000,0,0,0000,0,0,0000,0,0,1,    0,0,0
9350000000,0,0,0,0601,2,5, 0,         1,1,0,0,0000,   11,1,1,0,0,15, 0,0000,0000,0,0,0000,0,0,0000,0,0,0,    0,1,0
9450000000,0,0,0,0601,2,5, 0,         1,1,0,0,0000,   11,1,1,0,0,15, 0,0000,0000,0,0,0000,0,0,0000,0,0,0,    0,1,0
9550000000,0,0,0,0601,2,5, 0,         1,1,0,0,0000,   11,1,1,0,0,15, 0,0000,0000,0,0,0000,0,0,0000,0,0,0,    0,0,1
9650000000,0,0,0,0601,2,1, 0,         2,1,0,0,0000,   11,1,1,1,0,15, 0,0000,0000,0,0,0000,0,0,0000,0,0,0,    0,0,0
9750000000,0,0,0,0601,2,1, 0,         2,1,0,0,0000,   11,1,1,1,0,15, 0,0000,0000,0,0,0000,0,0,0000,0,0,0,    0,0,0
9850000000,0,0,0,0601,2,1, 0,         2,1,0,0,0000,   11,1,1,0,1,15, 0,0000,0000,0,0,0000,0,0,0000,0,0,0,    0,0,0
9950000000,0,0,0,0601,2,1, 0,         2,1,0,0,0000,   11,1,1,1,0,15, 0,0000,0000,0,0,0000,0,0,0000,0,0,0,    0,0,0
10050000000,0,0,0,0601,2,1, 0,         2,1,0,0,0000,   11,1,1,1,0,15, 0,0000,0000,0,0,0000,0,0,0000,0,0,0,    0,0,0
10150000000,0,0,0,0601,2,1, 0,         2,1,0,0,0000,   11,1,1,0,1,15, 0,0000,0000,0,0,0000,0,0,0000,0,0,0,    0,0,0
10250000000,0,0,0,0601,2,2, 0,         2,1,0,0,0000,   11,1,1,0,0,15, 0,0000,0000,1,0,0000,0,0,0000,0,0,0,    0,0,0
10350000000,0,0,0,0601,2,2, 0,         2,1,0,0,0000,   11,1,1,0,0,15, 0,0000,0000,0,1,0000,0,0,0000,0,0,0,    0,0,0
10450000000,0,0,0,0601,2,2, 0,         2,1,0,0,0000,   11,1,1,0,0,15, 0,0000,0000,1,0,0000,0,0,0000,0,0,0,    0,0,0
10550000000,0,0,0,0601,2,2, 0,         2,1,0,0,0000,   11,1,1,0,0,15, 0,0000,0000,0,1,0000,0,0,0000,0,0,0,    0,0,0
10650000000,0,0,0,0601,2,3, 0,         2,1,0,0,0000,   11,1,1,0,0,15, 0,0000,0000,0,0,0000,1,0,0000,0,0,0,    0,0,0
10750000000,0,0,0,0601,2,3, 0,         2,1,0,0,0000,   11,1,1,0,0,15, 0,0000,0000,0,0,0000,0,1,0000,0,0,0,    0,0,0
10850000000,0,0,0,0601,2,3, 0,         2,1,0,0,0000,   11,1,1,0,0,15, 0,0000,0000,0,0,0000,1,0,0000,0,0,0,    0,0,0
10950000000,0,0,0,0601,2,3, 0,         2,1,0,0,0000,   11,1,1,0,0,15, 0,0000,0000,0,0,0000,0,1,0000,0,0,0,    0,0,0
11050000000,0,0,0,0601,2,4, 0,         2,1,0,0,0000,   11,1,1,0,0,15, 0,0000,0000,0,0,0000,0,0,0000,0,1,0,    0,0,0
11150000000,0,0,0,0601,2,4, 0,         2,1,0,0,0000,   11,1,1,0,0,15, 0,0000,0000,0,0,0000,0,0,0000,0,0,0,    0,0,0
11250000000,0,0,0,0601,2,4, 0,         2,1,0,0,0000,   11,1,1,0,0,15, 0,0000,0000,0,0,0000,0,0,0000,0,0,1,    0,0,0
11350000000,0,0,0,0601,2,5, 0,         2,1,0,0,0000,   11,1,1,0,0,15, 0,0000,0000,0,0,0000,0,0,0000,0,0,0,    0,1,0
11450000000,0,0,0,0601,2,5, 0,         2,1,0,0,0000,   11,1,1,0,0,15, 0,0000,0000,0,0,0000,0,0,0000,0,0,0,    0,1,0
11550000000,0,0,0,0601,2,5, 0,         2,1,0,0,0000,   11,1,1,0,0,15, 0,0000,0000,0,0,0000,0,0,0000,0,0,0,    0,0,1
11650000000,0,0,0,0601,2,1, 0,         3,1,0,0,0000,   11,1,1,1,0,15, 0,0000,0000,0,0,0000,0,0,0000,0,0,0,    0,0,0
11750000000,0,0,0,0601,2,1, 0,         3,1,0,0,0000,   11,1,1,1,0, 8, 9,0000,0000,0,0,0000,0,0,0000,0,0,0,    0,0,0
11850000000,0,0,0,0601,2,1, 0,         3,1,0,0,0000,   11,1,1,0,1, 8, 9,0000,0000,0,0,0000,0,0,0000,0,0,0,    0,0,0
11950000000,0,0,0,0601,2,1, 0,         3,1,0,0,0000,   11,1,1,1,0, 8, 9,d2ad,0f02,0,0,0000,0,0,0000,0,0,0,    0,0,0
12050000000,0,0,0,0601,2,1, 0,         3,1,0,0,0000,   11,1,1,1,0,15, 0,d2ad,0f02,0,0,0000,0,0,0000,0,0,0,    0,0,0
12150000000,0,0,0,0601,2,1, 0,         3,1,0,0,0000,   11,1,1,0,1,15, 0,d2ad,0f02,0,0,0000,0,0,0000,0,0,0,    0,0,0
12250000000,0,0,0,0601,2,2, 0,         3,1,0,0,0000,   11,1,1,0,0,15, 0,d2ad,0f02,1,0,0000,0,0,0000,0,0,0,    0,0,0
12350000000,0,0,0,0601,2,2, 0,         3,1,0,0,0000,   11,1,1,0,0,15, 0,d2ad,0f02,0,1,XxXx,0,0,0000,0,0,0,    0,0,0
12450000000,0,0,0,0601,2,2, 0,         3,1,0,0,0000,   11,1,1,0,0,15, 0,d2ad,0f02,1,0,XxXx,0,0,0000,0,0,0,    0,0,0
12550000000,0,0,0,0601,2,2, 0,         3,1,0,0,0000,   11,1,1,0,0,15, 0,d2ad,0f02,0,1,XxXx,0,0,0000,0,0,0,    0,0,0
12650000000,0,0,0,0601,2,3, 0,         3,1,0,0,0000,   11,1,1,0,0,15, 0,d2ad,0f02,0,0,XxXx,1,0,0000,0,0,0,    0,0,0
12750000000,0,0,0,0601,2,3, 0,         3,1,0,0,0000,   11,1,1,0,0,15, 0,d2ad,0f02,0,0,XxXx,0,1,XxXx,0,0,0,    0,0,0
12850000000,0,0,0,0601,2,3, 0,         3,1,0,0,0000,   11,1,1,0,0,15, 0,d2ad,0f02,0,0,XxXx,1,0,XxXx,0,0,0,    0,0,0
12950000000,0,0,0,0601,2,3, 0,         3,1,0,0,0000,   11,1,1,0,0,15, 0,d2ad,0f02,0,0,XxXx,0,1,XxXx,0,0,0,    0,0,0
13050000000,0,0,0,0601,2,4, 0,         3,1,0,0,0000,   11,1,1,0,0,15, 0,d2ad,0f02,0,0,XxXx,0,0,XxXx,0,1,0,    0,0,0
13150000000,0,0,0,0601,2,4, 0,         3,1,0,0,0000,   11,1,1,0,0,15, 0,d2ad,0f02,0,0,XxXx,0,0,XxXx,0,0,0,    x,0,0
13250000000,0,0,0,0601,2,4, 0,         3,1,0,0,0000,   11,1,1,0,0,15, 0,d2ad,0f02,0,0,XxXx,0,0,XxXx,0,0,1,    x,0,0
13350000000,0,0,0,0601,2,5, 0,         3,1,0,0,0000,   11,1,1,0,0,15, 0,d2ad,0f02,0,0,XxXx,0,0,XxXx,0,0,0,    x,1,0
13450000000,0,0,0,0601,2,5, 0,         3,1,0,0,0000,   11,1,1,0,0,15, 0,d2ad,0f02,0,0,XxXx,0,0,XxXx,0,0,0,    x,1,0
13550000000,0,0,0,0601,2,5, 0,         3,1,0,0,0000,   11,1,1,0,0,15, 0,d2ad,0f02,0,0,XxXx,0,0,XxXx,0,0,0,    x,0,1
13650000000,0,0,0,0601,2,1, 0,         4,1,0,0,0000,   11,1,1,1,0,15, 0,d2ad,0f02,0,0,XxXx,0,0,XxXx,0,0,0,    x,0,0
13750000000,0,0,0,0601,2,1, 0,         4,1,0,0,0000,   11,1,1,1,0, 0, 1,d2ad,0f02,0,0,XxXx,0,0,XxXx,0,0,0,    x,0,0
13850000000,0,0,0,0601,2,1, 0,         4,1,0,0,0000,   11,1,1,0,1, 0, 1,d2ad,0f02,0,0,XxXx,0,0,XxXx,0,0,0,    x,0,0
13950000000,0,0,0,0601,2,1, 0,         4,1,0,0,0000,   11,1,1,1,0, 0, 1,0000,5555,0,0,XxXx,0,0,XxXx,0,0,0,    x,0,0
14050000000,0,0,0,0601,2,1, 0,         4,1,0,0,0000,   11,1,1,1,0, 0, 1,0000,5555,0,0,XxXx,0,0,XxXx,0,0,0,    x,0,0
14150000000,0,0,0,0601,2,1, 0,         4,1,0,0,0000,   11,1,1,0,1, 0, 1,0000,5555,0,0,XxXx,0,0,XxXx,0,0,0,    x,0,0
14250000000,0,0,0,0601,2,2, 0,         4,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,1,0,XxXx,0,0,XxXx,0,0,0,    x,0,0
14350000000,0,0,0,0601,2,2, 0,         4,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,1,XXXX,0,0,XxXx,0,0,0,    x,0,0
14450000000,0,0,0,0601,2,2, 0,         4,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,1,0,XXXX,0,0,XxXx,0,0,0,    x,0,0
14550000000,0,0,0,0601,2,2, 0,         4,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,1,XXXX,0,0,XxXx,0,0,0,    x,0,0
14650000000,0,0,0,0601,2,3, 0,         4,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,1,0,XxXx,0,0,0,    x,0,0
14750000000,0,0,0,0601,2,3, 0,         4,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,1,XXXX,0,0,0,    x,0,0
14850000000,0,0,0,0601,2,3, 0,         4,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,1,0,XXXX,0,0,0,    x,0,0
14950000000,0,0,0,0601,2,3, 0,         4,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,1,XXXX,0,0,0,    x,0,0
15050000000,0,0,0,0601,2,4, 0,         4,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,1,0,    x,0,0
15150000000,0,0,0,0601,2,4, 0,         4,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
15250000000,0,0,0,0601,2,4, 0,         4,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,1,    x,0,0
15350000000,0,0,0,0601,2,5, 0,         4,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,1,0
15450000000,0,0,0,0601,2,5, 0,         4,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,1,0
15550000000,0,0,0,0601,2,5, 0,         4,1,0,0,0000,   11,1,1,0,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,1
15650000000,0,0,0,0601,2,1, 0,         5,1,0,0,0000,   11,1,1,1,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
15750000000,0,0,0,0601,2,1, 0,         5,1,0,0,0000,   11,1,1,1,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
15850000000,0,0,0,0601,2,1, 0,         5,1,0,0,0000,   11,1,1,0,1, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
15950000000,0,0,0,0601,2,1, 0,         5,1,0,0,0000,   11,1,1,1,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
16050000000,0,0,0,0601,2,1, 0,         5,1,0,0,0000,   11,1,1,1,0, 0, 1,0000,5555,0,0,XXXX,0,0,XXXX,0,0,0,    x,0,0
